Order_Date;Ship_Date;Ship_Mode;Customer_ID;Segment;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;shipping_costs;number_of_products_in_warehouse;production_costs_per_unit
09.11.2018;11.11.2018;First Class;JB-15400;Corporate;Sunnyvale;California;94086.0;West;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;215.976;20;0;20
22.09.2018;24.09.2018;Second Class;EH-14005;Home Office;Lansing;Michigan;48911.0;Central;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;241.96;13;17;120
22.09.2018;24.09.2018;Second Class;EH-14005;Home Office;Lansing;Michigan;48911.0;Central;OFF-LA-10000134;Office Supplies;Labels;Avery 511;27.72;9;1;31
01.12.2018;05.12.2018;Standard Class;EH-14005;Home Office;Philadelphia;Pennsylvania;19143.0;East;OFF-EN-10003040;Office Supplies;Envelopes;Quality Park Security Envelopes;104.68;13;44;19
01.12.2018;05.12.2018;Standard Class;EH-14005;Home Office;Philadelphia;Pennsylvania;19143.0;East;TEC-PH-10000923;Technology;Phones;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;62.958;4;0;8
23.06.2015;28.06.2015;Standard Class;BS-11665;Consumer;Philadelphia;Pennsylvania;19143.0;East;TEC-AC-10000158;Technology;Accessories;Sony 64GB Class 10 Micro SDHC R40 Memory Card;86.376;4;24;15
04.10.2016;09.10.2016;Standard Class;JK-16120;Home Office;Philadelphia;Pennsylvania;19134.0;East;FUR-FU-10003623;Furniture;Furnishings;DataProducts Ampli Magnifier Task Lamp, Black,;64.944;12;1;770
04.10.2016;09.10.2016;Standard Class;JK-16120;Home Office;Philadelphia;Pennsylvania;19134.0;East;OFF-PA-10001293;Office Supplies;Paper;Xerox 1946;20.736;40;7;24
20.05.2015;22.05.2015;Second Class;RF-19345;Corporate;Dover;New Hampshire;3820.0;East;OFF-AP-10000124;Office Supplies;Appliances;Acco 6 Outlet Guardian Basic Surge Suppressor;33.28;9;1;19
20.05.2015;22.05.2015;Second Class;RF-19345;Corporate;Dover;New Hampshire;3820.0;East;OFF-AR-10004511;Office Supplies;Art;Sanford Colorific Scented Colored Pencils, 12/Pack;38.52;281;25;10
20.05.2015;22.05.2015;Second Class;RF-19345;Corporate;Dover;New Hampshire;3820.0;East;FUR-FU-10000076;Furniture;Furnishings;24-Hour Round Wall Clock;139.86;20;3;90
20.11.2016;26.11.2016;Standard Class;DL-12865;Consumer;New York City;New York;10011.0;East;OFF-PA-10003883;Office Supplies;Paper;Message Book, Phone, Wirebound Standard Line Memo, 2 3/4 X 5;19.65;5;267;3
30.11.2016;04.12.2016;Standard Class;WB-21850;Consumer;Philadelphia;Pennsylvania;19134.0;East;OFF-BI-10003656;Office Supplies;Binders;Fellowes PB200 Plastic Comb Binding Machine;152.991;11;1;10
30.11.2016;04.12.2016;Standard Class;WB-21850;Consumer;Philadelphia;Pennsylvania;19134.0;East;OFF-FA-10000053;Office Supplies;Fasteners;Revere Boxed Rubber Bands by Revere;10.584;15;4;1
30.11.2016;04.12.2016;Standard Class;WB-21850;Consumer;Philadelphia;Pennsylvania;19134.0;East;TEC-PH-10002807;Technology;Phones;Motorla HX550 Universal Bluetooth Headset;94.92;15;24;10
31.12.2016;05.01.2017;Standard Class;TB-21625;Consumer;Grand Prairie;Texas;75051.0;Central;FUR-FU-10002364;Furniture;Furnishings;Eldon Expressions Wood Desk Accessories, Oak;14.76;13;1;35
31.12.2016;05.01.2017;Standard Class;TB-21625;Consumer;Grand Prairie;Texas;75051.0;Central;OFF-BI-10002954;Office Supplies;Binders;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;3.656;12;37;4
16.11.2018;16.11.2018;Same Day;CB-12415;Consumer;New York City;New York;10009.0;East;OFF-PA-10004092;Office Supplies;Paper;Tops Green Bar Computer Printout Paper;146.82;13;1;13
06.06.2015;11.06.2015;Standard Class;GT-14635;Corporate;Long Beach;New York;11561.0;East;OFF-BI-10003982;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders;149.544;3;87;13
06.06.2015;11.06.2015;Standard Class;GT-14635;Corporate;Long Beach;New York;11561.0;East;OFF-SU-10001664;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;17.14;6;55;1
06.06.2015;11.06.2015;Standard Class;GT-14635;Corporate;Long Beach;New York;11561.0;East;FUR-TA-10003238;Furniture;Tables;Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables;991.764;12;13;27
01.09.2017;05.09.2017;Standard Class;DK-13225;Corporate;Philadelphia;Pennsylvania;19140.0;East;OFF-PA-10004675;Office Supplies;Paper;Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16;30.48;9;27;53
01.09.2017;05.09.2017;Standard Class;DK-13225;Corporate;Philadelphia;Pennsylvania;19140.0;East;TEC-PH-10002293;Technology;Phones;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;23.988;9;2;15
01.09.2017;05.09.2017;Standard Class;DK-13225;Corporate;Philadelphia;Pennsylvania;19140.0;East;OFF-FA-10002780;Office Supplies;Fasteners;Staples;16.688;14;1;1
25.06.2017;29.06.2017;Standard Class;TS-21160;Corporate;York;Pennsylvania;17403.0;East;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;422.058;40;0;179
25.06.2017;29.06.2017;Standard Class;TS-21160;Corporate;York;Pennsylvania;17403.0;East;OFF-BI-10004781;Office Supplies;Binders;GBC Wire Binding Strips;38.088;7;8;92
25.06.2017;29.06.2017;Standard Class;TS-21160;Corporate;York;Pennsylvania;17403.0;East;OFF-ST-10001713;Office Supplies;Storage;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;254.352;13;4;4
12.12.2015;17.12.2015;Standard Class;WB-21850;Consumer;Concord;California;94521.0;West;FUR-FU-10003975;Furniture;Furnishings;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;43.31;6;64;142
31.03.2018;05.04.2018;Standard Class;DO-13435;Consumer;New York City;New York;10035.0;East;TEC-PH-10001536;Technology;Phones;Spigen Samsung Galaxy S5 Case Wallet;84.95;5;2;30
19.11.2018;26.11.2018;Standard Class;AF-10870;Consumer;College Station;Texas;77840.0;Central;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;233.058;13;20;32
24.11.2015;29.11.2015;Second Class;RB-19435;Consumer;Saint Louis;Missouri;63116.0;Central;TEC-AC-10001772;Technology;Accessories;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;111.79;6;1;3
22.11.2016;26.11.2016;Standard Class;AR-10540;Consumer;Quincy;Massachusetts;2169.0;East;OFF-PA-10002586;Office Supplies;Paper;Xerox 1970;14.94;14;1;2
14.07.2017;18.07.2017;Standard Class;DR-12880;Corporate;New York City;New York;10009.0;East;OFF-BI-10004094;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs;14.16;8;2879;17
30.04.2017;05.05.2017;Standard Class;BF-11170;Home Office;Dallas;Texas;75081.0;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;22.608;12;59;11
25.07.2017;27.07.2017;Second Class;LB-16735;Consumer;Los Angeles;California;90032.0;West;OFF-FA-10000624;Office Supplies;Fasteners;OIC Binder Clips;21.48;5;12;13
22.06.2015;24.06.2015;First Class;DV-13465;Consumer;Minneapolis;Minnesota;55407.0;Central;OFF-ST-10001097;Office Supplies;Storage;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;501.81;10;55;2
22.06.2015;24.06.2015;First Class;DV-13465;Consumer;Minneapolis;Minnesota;55407.0;Central;OFF-ST-10001469;Office Supplies;Storage;Fellowes Bankers Box Recycled Super Stor/Drawer;161.94;12;1;25
21.10.2018;26.10.2018;Standard Class;NK-18490;Home Office;Deltona;Florida;32725.0;South;OFF-AR-10004956;Office Supplies;Art;Newell 33;17.856;8;8;14
03.09.2017;09.09.2017;Standard Class;CS-11950;Consumer;Chicago;Illinois;60610.0;Central;OFF-BI-10004236;Office Supplies;Binders;XtraLife ClearVue Slant-D Ring Binder, White, 3;8.808;7;2;146
14.05.2017;14.05.2017;Same Day;LH-17155;Consumer;Cincinnati;Ohio;45231.0;East;FUR-FU-10002937;Furniture;Furnishings;GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box;79.384;105;79;6
07.01.2017;12.01.2017;Standard Class;DW-13480;Home Office;Oakland;California;94601.0;West;OFF-AR-10003696;Office Supplies;Art;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;34.58;7;965;2
13.03.2018;19.03.2018;Standard Class;KF-16285;Home Office;Manteca;California;95336.0;West;OFF-PA-10004359;Office Supplies;Paper;Multicolor Computer Printout Paper;314.55;28;1;16
13.10.2017;19.10.2017;Standard Class;HA-14920;Consumer;Laredo;Texas;78041.0;Central;TEC-AC-10002402;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;191.976;3;4;18
13.10.2017;19.10.2017;Standard Class;HA-14920;Consumer;Laredo;Texas;78041.0;Central;OFF-PA-10000551;Office Supplies;Paper;Array Memo Cubes;8.288;4;1;3
13.10.2017;19.10.2017;Standard Class;HA-14920;Consumer;Laredo;Texas;78041.0;Central;FUR-FU-10003394;Furniture;Furnishings;Tenex The Solids Textured Chair Mats;139.92;59;11;16
13.10.2017;19.10.2017;Standard Class;HA-14920;Consumer;Laredo;Texas;78041.0;Central;OFF-AR-10002067;Office Supplies;Art;Newell 334;15.872;11;2;28
13.10.2017;19.10.2017;Standard Class;HA-14920;Consumer;Laredo;Texas;78041.0;Central;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;6.286;13;1;1
27.01.2018;30.01.2018;Second Class;JH-15820;Consumer;Kent;Ohio;44240.0;East;OFF-AR-10004078;Office Supplies;Art;Newell 312;14.016;7;2;1
27.01.2018;30.01.2018;Second Class;JH-15820;Consumer;Kent;Ohio;44240.0;East;TEC-AC-10000927;Technology;Accessories;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand;71.976;7;1;59
27.01.2018;30.01.2018;Second Class;JH-15820;Consumer;Kent;Ohio;44240.0;East;TEC-PH-10003931;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker;107.982;3401;1;439
19.11.2018;25.11.2018;Standard Class;LC-16930;Corporate;San Angelo;Texas;76903.0;Central;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;305.312;9;4;49
01.08.2015;03.08.2015;First Class;IL-15100;Consumer;San Francisco;California;94122.0;West;OFF-BI-10004506;Office Supplies;Binders;Wilson Jones data.warehouse D-Ring Binders with DublLock;19.752;11;1;6
30.07.2017;04.08.2017;Standard Class;LS-16975;Home Office;Houston;Texas;77070.0;Central;OFF-BI-10002353;Office Supplies;Binders;GBC VeloBind Cover Sets;9.264;10;1;12
30.07.2016;03.08.2016;Second Class;CC-12610;Corporate;Houston;Texas;77041.0;Central;OFF-ST-10000943;Office Supplies;Storage;Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black;61.792;4;1;14
15.10.2017;21.10.2017;Standard Class;PB-18805;Home Office;Salt Lake City;Utah;84106.0;West;OFF-PA-10000740;Office Supplies;Paper;Xerox 1982;45.68;8;1;5
15.10.2017;21.10.2017;Standard Class;PB-18805;Home Office;Salt Lake City;Utah;84106.0;West;OFF-PA-10003001;Office Supplies;Paper;Xerox 1986;60.12;10;21;15
15.10.2017;21.10.2017;Standard Class;PB-18805;Home Office;Salt Lake City;Utah;84106.0;West;OFF-BI-10001628;Office Supplies;Binders;Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6 Capacity;41.72;57;1;1
15.10.2017;21.10.2017;Standard Class;PB-18805;Home Office;Salt Lake City;Utah;84106.0;West;OFF-PA-10001509;Office Supplies;Paper;Recycled Desk Saver Line While You Were Out Book, 5 1/2 X 4;71.6;3;8;10
07.05.2017;11.05.2017;Standard Class;CJ-12010;Consumer;New York City;New York;10009.0;East;OFF-BI-10000309;Office Supplies;Binders;GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black;85.232;49;21;12
07.05.2017;11.05.2017;Standard Class;CJ-12010;Consumer;New York City;New York;10009.0;East;OFF-LA-10003923;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;44.4;8;7;5
07.05.2017;11.05.2017;Standard Class;CJ-12010;Consumer;New York City;New York;10009.0;East;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operators Chair;442.764;12;1;86
07.05.2017;11.05.2017;Standard Class;CJ-12010;Consumer;New York City;New York;10009.0;East;TEC-MA-10000488;Technology;Machines;Bady BDG101FRU Card Printer;3999.95;10;0;284
07.05.2017;11.05.2017;Standard Class;CJ-12010;Consumer;New York City;New York;10009.0;East;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;199.95;13;1;29
07.05.2017;11.05.2017;Standard Class;CJ-12010;Consumer;New York City;New York;10009.0;East;FUR-FU-10001940;Furniture;Furnishings;Staple-based wall hangings;63.68;15;23;14
01.08.2018;04.08.2018;Second Class;HK-14890;Corporate;Salinas;California;93905.0;West;OFF-BI-10002735;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;54.896;5;169;7
14.07.2017;14.07.2017;Same Day;RH-19600;Consumer;Huntsville;Alabama;35810.0;South;TEC-AC-10002345;Technology;Accessories;HP Standard 104 key PS/2 Keyboard;29.0;7;1;27
10.08.2018;15.08.2018;Standard Class;IL-15100;Consumer;Columbus;Indiana;47201.0;Central;OFF-EN-10003134;Office Supplies;Envelopes;Staple envelope;70.08;9;10;15
10.08.2018;15.08.2018;Standard Class;IL-15100;Consumer;Columbus;Indiana;47201.0;Central;FUR-FU-10003708;Furniture;Furnishings;Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48;121.3;10;13;56
10.08.2018;15.08.2018;Standard Class;IL-15100;Consumer;Columbus;Indiana;47201.0;Central;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;1454.49;10;1;35
25.06.2017;29.06.2017;Standard Class;AS-10240;Consumer;Los Angeles;California;90049.0;West;OFF-AP-10000692;Office Supplies;Appliances;Fellowes Mighty 8 Compact Surge Protector;60.81;23;1;7
10.12.2017;17.12.2017;Standard Class;AP-10915;Consumer;Seattle;Washington;98105.0;West;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;153.552;797;1;112
10.12.2017;17.12.2017;Standard Class;AP-10915;Consumer;Seattle;Washington;98105.0;West;OFF-AP-10002082;Office Supplies;Appliances;Holmes HEPA Air Purifier;65.34;3;1;10
10.12.2017;17.12.2017;Standard Class;AP-10915;Consumer;Seattle;Washington;98105.0;West;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;123.92;20;3;11
10.12.2017;17.12.2017;Standard Class;AP-10915;Consumer;Seattle;Washington;98105.0;West;OFF-AP-10000252;Office Supplies;Appliances;Harmony HEPA Quiet Air Purifiers;35.1;16;1;29
10.12.2017;17.12.2017;Standard Class;AP-10915;Consumer;Seattle;Washington;98105.0;West;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;44.75;15;13;9
01.12.2017;06.12.2017;Standard Class;AG-10390;Consumer;Knoxville;Tennessee;37918.0;South;OFF-AR-10000940;Office Supplies;Art;Newell 343;4.704;10;115;1
28.11.2015;04.12.2015;Standard Class;BF-11080;Consumer;Montgomery;Alabama;36116.0;South;OFF-AR-10001954;Office Supplies;Art;Newell 331;14.67;7;4295;12
28.03.2016;02.04.2016;Standard Class;CK-12205;Consumer;Philadelphia;Pennsylvania;19120.0;East;OFF-PA-10003177;Office Supplies;Paper;Xerox 1999;15.552;11;6;6
28.03.2016;02.04.2016;Standard Class;CK-12205;Consumer;Philadelphia;Pennsylvania;19120.0;East;OFF-PA-10000533;Office Supplies;Paper;Southworth Parchment Paper & Envelopes;5.232;5;23;191
01.06.2015;06.06.2015;Standard Class;LT-17110;Consumer;Little Rock;Arkansas;72209.0;South;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;22. Feb;106;3;3
01.06.2015;06.06.2015;Standard Class;LT-17110;Consumer;Little Rock;Arkansas;72209.0;South;TEC-PH-10002563;Technology;Phones;Adtran 1202752G1;881.93;67;0;51
06.09.2016;12.09.2016;Standard Class;BT-11305;Home Office;Seattle;Washington;98103.0;West;OFF-BI-10002160;Office Supplies;Binders;Acco Hanging Data Binders;6.096;5;127;19
06.09.2016;12.09.2016;Standard Class;BT-11305;Home Office;Seattle;Washington;98103.0;West;FUR-FU-10004748;Furniture;Furnishings;Howard Miller 16 Diameter Gallery Wall Clock;191.82;10;2;40
29.06.2016;05.07.2016;Standard Class;SC-20725;Consumer;Lancaster;Pennsylvania;17602.0;East;FUR-FU-10001473;Furniture;Furnishings;Eldon Executive Woodline II Desk Accessories, Mahogany;20.104;12;1;19
10.09.2017;12.09.2017;Second Class;CG-12040;Home Office;Bristol;Tennessee;37620.0;South;OFF-AR-10000538;Office Supplies;Art;Boston Model 1800 Electric Pencil Sharpener, Gray;67.56;22;156;20
14.07.2015;20.07.2015;Standard Class;AW-10930;Home Office;Aurora;Illinois;60505.0;Central;OFF-BI-10001098;Office Supplies;Binders;Acco D-Ring Binder w/DublLock;29.932;10;5;2
14.07.2015;20.07.2015;Standard Class;AW-10930;Home Office;Aurora;Illinois;60505.0;Central;TEC-PH-10001552;Technology;Phones;I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;38.272;14;71;22
22.08.2016;26.08.2016;Standard Class;RB-19705;Home Office;New York City;New York;10009.0;East;OFF-AR-10000390;Office Supplies;Art;Newell Chalk Holder;16.52;7;1;1
14.11.2015;16.11.2015;Second Class;ML-17410;Consumer;Fairfield;Connecticut;6824.0;East;TEC-PH-10001079;Technology;Phones;Polycom SoundPoint Pro SE-225 Corded phone;832.93;11;2;15
14.11.2015;16.11.2015;Second Class;ML-17410;Consumer;Fairfield;Connecticut;6824.0;East;OFF-BI-10003460;Office Supplies;Binders;Acco 3-Hole Punch;43.8;4;10;10
27.11.2017;30.11.2017;First Class;VB-21745;Corporate;Lincoln Park;Michigan;48146.0;Central;OFF-AP-10003842;Office Supplies;Appliances;Euro-Pro Shark Turbo Vacuum;167.292;67;1;63
21.11.2018;25.11.2018;Standard Class;SW-20275;Consumer;New York City;New York;10035.0;East;FUR-FU-10003535;Furniture;Furnishings;Howard Miller Distant Time Traveler Alarm Clock;27.42;6;1;14
01.10.2018;02.10.2018;First Class;NS-18505;Consumer;San Jose;California;95123.0;West;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;Jan 44;229;2444;17
01.10.2018;02.10.2018;First Class;NS-18505;Consumer;San Jose;California;95123.0;West;OFF-BI-10001922;Office Supplies;Binders;Storex Dura Pro Binders;61.776;6;1;5
01.10.2018;02.10.2018;First Class;NS-18505;Consumer;San Jose;California;95123.0;West;OFF-AP-10000576;Office Supplies;Appliances;Belkin 325VA UPS Surge Protector, 6;241.96;15;8;14
01.10.2018;02.10.2018;First Class;NS-18505;Consumer;San Jose;California;95123.0;West;FUR-CH-10000553;Furniture;Chairs;Metal Folding Chairs, Beige, 4/Carton;108.608;17;12;27
20.09.2015;25.09.2015;Standard Class;DB-13555;Corporate;Jacksonville;Florida;32216.0;South;OFF-AR-10003469;Office Supplies;Art;Nontoxic Chalk;2.816;11;1;6
28.07.2018;01.08.2018;Standard Class;MH-17620;Corporate;San Francisco;California;94110.0;West;OFF-BI-10000145;Office Supplies;Binders;Zipper Ring Binder Pockets;9.984;5;12;5
28.07.2018;01.08.2018;Standard Class;MH-17620;Corporate;San Francisco;California;94110.0;West;OFF-ST-10001580;Office Supplies;Storage;Super Decoflex Portable Personal File;14.98;3;1;1
28.07.2018;01.08.2018;Standard Class;MH-17620;Corporate;San Francisco;California;94110.0;West;TEC-PH-10001817;Technology;Phones;Wilson Electronics DB Pro Signal Booster;1145.6;172;11;840
06.12.2016;06.12.2016;Same Day;DK-13375;Consumer;Marion;Ohio;43302.0;East;TEC-PH-10001578;Technology;Phones;Polycom SoundStation2 EX Conference phone;485.94;19;1;22
06.12.2016;06.12.2016;Same Day;DK-13375;Consumer;Marion;Ohio;43302.0;East;OFF-AR-10004078;Office Supplies;Art;Newell 312;37.376;14;12;37
06.12.2016;06.12.2016;Same Day;DK-13375;Consumer;Marion;Ohio;43302.0;East;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;70.686;10;41;68
31.07.2018;05.08.2018;Standard Class;EA-14035;Corporate;Philadelphia;Pennsylvania;19134.0;East;OFF-PA-10003790;Office Supplies;Paper;Xerox 1991;54.816;9;37;4
19.03.2017;21.03.2017;Second Class;BT-11440;Consumer;Littleton;Colorado;80122.0;West;FUR-BO-10002202;Furniture;Bookcases;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;72.294;9;2;620
29.07.2018;03.08.2018;Standard Class;LA-16780;Corporate;Austin;Texas;78745.0;Central;OFF-FA-10003059;Office Supplies;Fasteners;Assorted Color Push Pins;2.896;20;3;1
29.07.2018;03.08.2018;Standard Class;LA-16780;Corporate;Austin;Texas;78745.0;Central;TEC-PH-10002496;Technology;Phones;Cisco SPA301;124.792;3;1;18
01.10.2017;05.10.2017;Standard Class;GM-14680;Consumer;New York City;New York;10024.0;East;FUR-TA-10003238;Furniture;Tables;Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables;330.588;19;1;99
31.03.2015;05.04.2015;Standard Class;AA-10315;Consumer;San Francisco;California;94122.0;West;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;673.568;378;108;128
31.03.2015;05.04.2015;Standard Class;AA-10315;Consumer;San Francisco;California;94122.0;West;OFF-AP-10002765;Office Supplies;Appliances;Fellowes Advanced Computer Series Surge Protectors;52.98;17;2;8
26.06.2018;01.07.2018;Standard Class;DB-13405;Consumer;La Porte;Indiana;46350.0;Central;FUR-FU-10000293;Furniture;Furnishings;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;526.45;21;1;44
09.07.2018;14.07.2018;Standard Class;JH-15820;Consumer;Chicago;Illinois;60610.0;Central;OFF-ST-10003692;Office Supplies;Storage;Recycled Steel Personal File for Hanging File Folders;228.92;151;2;650
14.12.2016;16.12.2016;Second Class;DJ-13630;Consumer;Portland;Oregon;97206.0;West;TEC-PH-10001051;Technology;Phones;HTC One;319.968;340;5;120
15.09.2016;17.09.2016;Second Class;CT-11995;Consumer;Indianapolis;Indiana;46203.0;Central;OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;190.86;131;1;3
15.09.2016;17.09.2016;Second Class;CT-11995;Consumer;Indianapolis;Indiana;46203.0;Central;OFF-AR-10000817;Office Supplies;Art;Manco Dry-Lighter Erasable Highlighter;24.32;17;55;12
15.07.2017;21.07.2017;Standard Class;RH-19510;Home Office;Provo;Utah;84604.0;West;OFF-SU-10000952;Office Supplies;Supplies;Fiskars Home & Office Scissors;44.4;7;2;17
20.04.2018;26.04.2018;Standard Class;SJ-20125;Home Office;Chicago;Illinois;60610.0;Central;FUR-FU-10004597;Furniture;Furnishings;Eldon Cleatmat Chair Mats for Medium Pile Carpets;44.4;3;1;57
15.11.2017;17.11.2017;Second Class;TG-21310;Consumer;Los Angeles;California;90049.0;West;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;1.016.792;11;1;10
15.11.2017;17.11.2017;Second Class;TG-21310;Consumer;Los Angeles;California;90049.0;West;OFF-BI-10002982;Office Supplies;Binders;Avery Self-Adhesive Photo Pockets for Polaroid Photos;38.136;14;1;3
26.11.2017;01.12.2017;Standard Class;CT-11995;Consumer;Philadelphia;Pennsylvania;19134.0;East;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;494.982;4;2;19
21.11.2018;25.11.2018;Standard Class;BF-11005;Home Office;Pasadena;California;91104.0;West;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;56.56;27;7;8
21.11.2018;25.11.2018;Standard Class;BF-11005;Home Office;Pasadena;California;91104.0;West;OFF-AR-10003856;Office Supplies;Art;Newell 344;Mai 56;11;29;2
21.11.2018;25.11.2018;Standard Class;BF-11005;Home Office;Pasadena;California;91104.0;West;OFF-FA-10004248;Office Supplies;Fasteners;Advantus T-Pin Paper Clips;09. Feb;5;1;2
21.11.2018;25.11.2018;Standard Class;BF-11005;Home Office;Pasadena;California;91104.0;West;OFF-AP-10001492;Office Supplies;Appliances;Acco Six-Outlet Power Strip, 4 Cord Length;Aug 62;8;4;1
21.11.2018;25.11.2018;Standard Class;BF-11005;Home Office;Pasadena;California;91104.0;West;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;659.976;15;2;81
15.02.2016;18.02.2016;Second Class;JM-16195;Consumer;Los Angeles;California;90004.0;West;OFF-PA-10004285;Office Supplies;Paper;Xerox 1959;13.36;13;9;11
15.02.2016;18.02.2016;Second Class;JM-16195;Consumer;Los Angeles;California;90004.0;West;OFF-BI-10001628;Office Supplies;Binders;Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6 Capacity;41.72;7;6;1
15.02.2016;18.02.2016;Second Class;JM-16195;Consumer;Los Angeles;California;90004.0;West;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;Nov 52;3;97;13
15.02.2016;18.02.2016;Second Class;JM-16195;Consumer;Los Angeles;California;90004.0;West;OFF-AP-10001391;Office Supplies;Appliances;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;541.44;38;19;2
15.02.2016;18.02.2016;Second Class;JM-16195;Consumer;Los Angeles;California;90004.0;West;OFF-PA-10000477;Office Supplies;Paper;Xerox 22;19.44;1;1;44
15.04.2017;17.04.2017;Second Class;JK-16120;Home Office;San Diego;California;92105.0;West;OFF-PA-10004327;Office Supplies;Paper;Xerox 1911;143.7;59;1;3
28.09.2016;01.10.2016;First Class;HG-14965;Corporate;San Francisco;California;94110.0;West;OFF-AP-10000696;Office Supplies;Appliances;Holmes Odor Grabber;43.26;7;26;9
28.09.2016;01.10.2016;First Class;HG-14965;Corporate;San Francisco;California;94110.0;West;OFF-AP-10002082;Office Supplies;Appliances;Holmes HEPA Air Purifier;43.56;5;2;12
17.09.2017;22.09.2017;Standard Class;LA-16780;Corporate;Bangor;Maine;4401.0;East;TEC-PH-10001944;Technology;Phones;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;437.85;28;1;41
17.09.2017;22.09.2017;Standard Class;LA-16780;Corporate;Bangor;Maine;4401.0;East;FUR-FU-10004952;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;109.48;8;1;7
16.06.2018;19.06.2018;First Class;TS-21610;Consumer;San Francisco;California;94122.0;West;FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;1212.96;11;3;40
16.06.2018;19.06.2018;First Class;TS-21610;Consumer;San Francisco;California;94122.0;West;OFF-PA-10001776;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book;18.54;9;1;3
08.11.2016;10.11.2016;Second Class;MZ-17335;Home Office;San Diego;California;92024.0;West;OFF-FA-10002280;Office Supplies;Fasteners;Advantus Plastic Paper Clips;5.0;11;1;3
